"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"34 years"	"34"	"2009"	"2009"	3916499
	"34 years"	"34"	"2010"	"2010"	3822177
	"34 years"	"34"	"2011"	"2011"	3943111
	"34 years"	"34"	"2012"	"2012"	3989690
	"34 years"	"34"	"2013"	"2013"	4076608
	"34 years"	"34"	"2014"	"2014"	4355895
	"34 years"	"34"	"2015"	"2015"	4282754
	"34 years"	"34"	"2016"	"2016"	4341535
	"35 years"	"35"	"2000"	"2000"	4446557
	"35 years"	"35"	"2001"	"2001"	4161140
	"35 years"	"35"	"2002"	"2002"	4050190
	"35 years"	"35"	"2003"	"2003"	4042650
	"35 years"	"35"	"2004"	"2004"	4127056
	"35 years"	"35"	"2005"	"2005"	4377057
	"35 years"	"35"	"2006"	"2006"	4302604
	"35 years"	"35"	"2007"	"2007"	4083733
	"35 years"	"35"	"2008"	"2008"	3908041
	"35 years"	"35"	"2009"	"2009"	3829432
	"35 years"	"35"	"2010"	"2010"	3948307
	"35 years"	"35"	"2011"	"2011"	3830867
	"35 years"	"35"	"2012"	"2012"	3953030
	"35 years"	"35"	"2013"	"2013"	3998675
	"35 years"	"35"	"2014"	"2014"	4086736
	"35 years"	"35"	"2015"	"2015"	4367169
	"35 years"	"35"	"2016"	"2016"	4293125
	"36 years"	"36"	"2000"	"2000"	4528984
	"36 years"	"36"	"2001"	"2001"	4457678
	"36 years"	"36"	"2002"	"2002"	4168398
	"36 years"	"36"	"2003"	"2003"	4051962
	"36 years"	"36"	"2004"	"2004"	4048580
	"36 years"	"36"	"2005"	"2005"	4130501
	"36 years"	"36"	"2006"	"2006"	4380502
	"36 years"	"36"	"2007"	"2007"	4302578
	"36 years"	"36"	"2008"	"2008"	4083819
	"36 years"	"36"	"2009"	"2009"	3905615
	"36 years"	"36"	"2010"	"2010"	3830173
	"36 years"	"36"	"2011"	"2011"	3955311
	"36 years"	"36"	"2012"	"2012"	3839366
	"36 years"	"36"	"2013"	"2013"	3960293
	"36 years"	"36"	"2014"	"2014"	4007544
	"36 years"	"36"	"2015"	"2015"	4096359
	"36 years"	"36"	"2016"	"2016"	4375562
	"37 years"	"37"	"2000"	"2000"	4523611
	"37 years"	"37"	"2001"	"2001"	4534648
	"37 years"	"37"	"2002"	"2002"	4459389
	"37 years"	"37"	"2003"	"2003"	4165007
	"37 years"	"37"	"2004"	"2004"	4051890
	"37 years"	"37"	"2005"	"2005"	4044933
	"37 years"	"37"	"2006"	"2006"	4126573
	"37 years"	"37"	"2007"	"2007"	4370533
	"37 years"	"37"	"2008"	"2008"	4291673
	"37 years"	"37"	"2009"	"2009"	4071181
	"37 years"	"37"	"2010"	"2010"	3896738
	"37 years"	"37"	"2011"	"2011"	3836038
	"37 years"	"37"	"2012"	"2012"	3962698
	"37 years"	"37"	"2013"	"2013"	3845836
	"37 years"	"37"	"2014"	"2014"	3967800
	"37 years"	"37"	"2015"	"2015"	4015990
	"37 years"	"37"	"2016"	"2016"	4103498
	"38 years"	"38"	"2000"	"2000"	4547235
	"38 years"	"38"	"2001"	"2001"	4529329
	"38 years"	"38"	"2002"	"2002"	4538848
	"38 years"	"38"	"2003"	"2003"	4462051
	"38 years"	"38"	"2004"	"2004"	4174027
	"38 years"	"38"	"2005"	"2005"	4060608
	"38 years"	"38"	"2006"	"2006"	4056686
	"38 years"	"38"	"2007"	"2007"	4136991
	"38 years"	"38"	"2008"	"2008"	4382157
	"38 years"	"38"	"2009"	"2009"	4304006
	"38 years"	"38"	"2010"	"2010"	4080191
	"38 years"	"38"	"2011"	"2011"	3901443
	"38 years"	"38"	"2012"	"2012"	3842299
	"38 years"	"38"	"2013"	"2013"	3967898
	"38 years"	"38"	"2014"	"2014"	3852397
	"38 years"	"38"	"2015"	"2015"	3974705
	"38 years"	"38"	"2016"	"2016"	4022119
	"39 years"	"39"	"2000"	"2000"	4604465
	"39 years"	"39"	"2001"	"2001"	4553123
	"39 years"	"39"	"2002"	"2002"	4534393
	"39 years"	"39"	"2003"	"2003"	4542489
	"39 years"	"39"	"2004"	"2004"	4473096
	"39 years"	"39"	"2005"	"2005"	4185554
	"39 years"	"39"	"2006"	"2006"	4074868
	"39 years"	"39"	"2007"	"2007"	4070056
	"39 years"	"39"	"2008"	"2008"	4151773
	"39 years"	"39"	"2009"	"2009"	4397562
	"39 years"	"39"	"2010"	"2010"	4324431
	"39 years"	"39"	"2011"	"2011"	4083872
	"39 years"	"39"	"2012"	"2012"	3906179
	"39 years"	"39"	"2013"	"2013"	3846558
	"39 years"	"39"	"2014"	"2014"	3973283
	"39 years"	"39"	"2015"	"2015"	3858423
	"39 years"	"39"	"2016"	"2016"	3979601
	"40 years"	"40"	"2000"	"2000"	4696305
	"40 years"	"40"	"2001"	"2001"	4606601
	"40 years"	"40"	"2002"	"2002"	4551912
	"40 years"	"40"	"2003"	"2003"	4529389
	"40 years"	"40"	"2004"	"2004"	4540929
	"40 years"	"40"	"2005"	"2005"	4470383
	"40 years"	"40"	"2006"	"2006"	4184594
	"40 years"	"40"	"2007"	"2007"	4071341
	"40 years"	"40"	"2008"	"2008"	4065710
	"40 years"	"40"	"2009"	"2009"	4145183
	"40 years"	"40"	"2010"	"2010"	4387422
	"40 years"	"40"	"2011"	"2011"	4325793
	"40 years"	"40"	"2012"	"2012"	4086908
	"40 years"	"40"	"2013"	"2013"	3908816
	"40 years"	"40"	"2014"	"2014"	3850420
	"40 years"	"40"	"2015"	"2015"	3977677
	"40 years"	"40"	"2016"	"2016"	3862150
	"41 years"	"41"	"2000"	"2000"	4513298
	"41 years"	"41"	"2001"	"2001"	4700471
	"41 years"	"41"	"2002"	"2002"	4610846
	"41 years"	"41"	"2003"	"2003"	4556844
	"41 years"	"41"	"2004"	"2004"	4540376
	"41 years"	"41"	"2005"	"2005"	4553968
	"41 years"	"41"	"2006"	"2006"	4488189
	"41 years"	"41"	"2007"	"2007"	4202260
	"41 years"	"41"	"2008"	"2008"	4090091
	"41 years"	"41"	"2009"	"2009"	4085265
	"41 years"	"41"	"2010"	"2010"	4163453
	"41 years"	"41"	"2011"	"2011"	4387044
	"41 years"	"41"	"2012"	"2012"	4326868
	"41 years"	"41"	"2013"	"2013"	4088310
	"41 years"	"41"	"2014"	"2014"	3911177
	"41 years"	"41"	"2015"	"2015"	3853479
	"41 years"	"41"	"2016"	"2016"	3979596
	"42 years"	"42"	"2000"	"2000"	4522455
	"42 years"	"42"	"2001"	"2001"	4514435
	"42 years"	"42"	"2002"	"2002"	4699196
	"42 years"	"42"	"2003"	"2003"	4606465
	"42 years"	"42"	"2004"	"2004"	4555019
	"42 years"	"42"	"2005"	"2005"	4537278
	"42 years"	"42"	"2006"	"2006"	4552280
	"42 years"	"42"	"2007"	"2007"	4485432
	"42 years"	"42"	"2008"	"2008"	4199463
	"42 years"	"42"	"2009"	"2009"	4085849
	"42 years"	"42"	"2010"	"2010"	4082680
	"42 years"	"42"	"2011"	"2011"	4162236
	"42 years"	"42"	"2012"	"2012"	4386710
	"42 years"	"42"	"2013"	"2013"	4326339
	"42 years"	"42"	"2014"	"2014"	4089389
	"42 years"	"42"	"2015"	"2015"	3912741
	"42 years"	"42"	"2016"	"2016"	3854553
	"43 years"	"43"	"2000"	"2000"	4476856
	"43 years"	"43"	"2001"	"2001"	4523433
	"43 years"	"43"	"2002"	"2002"	4515522
	"43 years"	"43"	"2003"	"2003"	4699388
	"43 years"	"43"	"2004"	"2004"	4610120
	"43 years"	"43"	"2005"	"2005"	4559728
	"43 years"	"43"	"2006"	"2006"	4544742
	"43 years"	"43"	"2007"	"2007"	4560505
	"43 years"	"43"	"2008"	"2008"	4495218
	"43 years"	"43"	"2009"	"2009"	4209233
	"43 years"	"43"	"2010"	"2010"	4093818
	"43 years"	"43"	"2011"	"2011"	4080679
	"43 years"	"43"	"2012"	"2012"	4160812
	"43 years"	"43"	"2013"	"2013"	4384223
	"43 years"	"43"	"2014"	"2014"	4325148
	"43 years"	"43"	"2015"	"2015"	4089323
	"43 years"	"43"	"2016"	"2016"	3912307
	"44 years"	"44"	"2000"	"2000"	4309077
	"44 years"	"44"	"2001"	"2001"	4470894
	"44 years"	"44"	"2002"	"2002"	4511955
	"44 years"	"44"	"2003"	"2003"	4497961
	"44 years"	"44"	"2004"	"2004"	4679182
	"44 years"	"44"	"2005"	"2005"	4585528
	"44 years"	"44"	"2006"	"2006"	4532763
	"44 years"	"44"	"2007"	"2007"	4512801
	"44 years"	"44"	"2008"	"2008"	4524541
	"44 years"	"44"	"2009"	"2009"	4454485
	"44 years"	"44"	"2010"	"2010"	4178475
	"44 years"	"44"	"2011"	"2011"	4090929
	"44 years"	"44"	"2012"	"2012"	4078498
	"44 years"	"44"	"2013"	"2013"	4157698
	"44 years"	"44"	"2014"	"2014"	4381580
	"44 years"	"44"	"2015"	"2015"	4323516
	"44 years"	"44"	"2016"	"2016"	4087645
	"45 years"	"45"	"2000"	"2000"	4335271
	"45 years"	"45"	"2001"	"2001"	4301955
	"45 years"	"45"	"2002"	"2002"	4461379
	"45 years"	"45"	"2003"	"2003"	4499971
	"45 years"	"45"	"2004"	"2004"	4486566
	"45 years"	"45"	"2005"	"2005"	4666734
	"45 years"	"45"	"2006"	"2006"	4573546
	"45 years"	"45"	"2007"	"2007"	4519792
	"45 years"	"45"	"2008"	"2008"	4499251
	"45 years"	"45"	"2009"	"2009"	4509265
	"45 years"	"45"	"2010"	"2010"	4438519
	"45 years"	"45"	"2011"	"2011"	4173758
	"45 years"	"45"	"2012"	"2012"	4087335
	"45 years"	"45"	"2013"	"2013"	4073990
	"45 years"	"45"	"2014"	"2014"	4154195
	"45 years"	"45"	"2015"	"2015"	4377887
	"45 years"	"45"	"2016"	"2016"	4319616
	"46 years"	"46"	"2000"	"2000"	4155176
	"46 years"	"46"	"2001"	"2001"	4331582
	"46 years"	"46"	"2002"	"2002"	4301101
	"46 years"	"46"	"2003"	"2003"	4462427
	"46 years"	"46"	"2004"	"2004"	4506067
	"46 years"	"46"	"2005"	"2005"	4496805
	"46 years"	"46"	"2006"	"2006"	4682144
	"46 years"	"46"	"2007"	"2007"	4591932
	"46 years"	"46"	"2008"	"2008"	4541484
	"46 years"	"46"	"2009"	"2009"	4523596
	"46 years"	"46"	"2010"	"2010"	4529662
	"46 years"	"46"	"2011"	"2011"	4431889
	"46 years"	"46"	"2012"	"2012"	4168201
	"46 years"	"46"	"2013"	"2013"	4081478
	"46 years"	"46"	"2014"	"2014"	4068996
	"46 years"	"46"	"2015"	"2015"	4149426
	"46 years"	"46"	"2016"	"2016"	4371961
	"47 years"	"47"	"2000"	"2000"	4025331
	"47 years"	"47"	"2001"	"2001"	4152347
	"47 years"	"47"	"2002"	"2002"	4330110
	"47 years"	"47"	"2003"	"2003"	4300483
	"47 years"	"47"	"2004"	"2004"	4465196
	"47 years"	"47"	"2005"	"2005"	4511695
	"47 years"	"47"	"2006"	"2006"	4506142
	"47 years"	"47"	"2007"	"2007"	4694196
	"47 years"	"47"	"2008"	"2008"	4606123
	"47 years"	"47"	"2009"	"2009"	4557336
	"47 years"	"47"	"2010"	"2010"	4535435
	"47 years"	"47"	"2011"	"2011"	4520891
	"47 years"	"47"	"2012"	"2012"	4424247
	"47 years"	"47"	"2013"	"2013"	4160861
	"47 years"	"47"	"2014"	"2014"	4075408
	"47 years"	"47"	"2015"	"2015"	4063164
	"47 years"	"47"	"2016"	"2016"	4142964
	"48 years"	"48"	"2000"	"2000"	3898395
	"48 years"	"48"	"2001"	"2001"	4018921
	"48 years"	"48"	"2002"	"2002"	4143330
	"48 years"	"48"	"2003"	"2003"	4317939
	"48 years"	"48"	"2004"	"2004"	4287486
	"48 years"	"48"	"2005"	"2005"	4449860
	"48 years"	"48"	"2006"	"2006"	4495342
	"48 years"	"48"	"2007"	"2007"	4487653
	"48 years"	"48"	"2008"	"2008"	4672955
	"48 years"	"48"	"2009"	"2009"	4582655
	"48 years"	"48"	"2010"	"2010"	4534623
	"48 years"	"48"	"2011"	"2011"	4524499
	"48 years"	"48"	"2012"	"2012"	4510978
	"48 years"	"48"	"2013"	"2013"	4414422
	"48 years"	"48"	"2014"	"2014"	4152637
	"48 years"	"48"	"2015"	"2015"	4067651
	"48 years"	"48"	"2016"	"2016"	4055074
	"49 years"	"49"	"2000"	"2000"	3805354
	"49 years"	"49"	"2001"	"2001"	3894178
	"49 years"	"49"	"2002"	"2002"	4016368
	"49 years"	"49"	"2003"	"2003"	4141856
	"49 years"	"49"	"2004"	"2004"	4319947
	"49 years"	"49"	"2005"	"2005"	4292077
	"49 years"	"49"	"2006"	"2006"	4458112
	"49 years"	"49"	"2007"	"2007"	4506188
	"49 years"	"49"	"2008"	"2008"	4501160
	"49 years"	"49"	"2009"	"2009"	4689393
	"49 years"	"49"	"2010"	"2010"	4599052
	"49 years"	"49"	"2011"	"2011"	4521855
	"49 years"	"49"	"2012"	"2012"	4512624
	"49 years"	"49"	"2013"	"2013"	4498982
	"49 years"	"49"	"2014"	"2014"	4403729
	"49 years"	"49"	"2015"	"2015"	4143028
	"49 years"	"49"	"2016"	"2016"	4058008
	"50 years"	"50"	"2000"	"2000"	3800059
	"50 years"	"50"	"2001"	"2001"	3796146
	"50 years"	"50"	"2002"	"2002"	3881009
	"50 years"	"50"	"2003"	"2003"	3998812
	"50 years"	"50"	"2004"	"2004"	4121104
	"50 years"	"50"	"2005"	"2005"	4295348
	"50 years"	"50"	"2006"	"2006"	4264904
	"50 years"	"50"	"2007"	"2007"	4426479
	"50 years"	"50"	"2008"	"2008"	4471128
	"50 years"	"50"	"2009"	"2009"	4462192
	"50 years"	"50"	"2010"	"2010"	4646173
	"50 years"	"50"	"2011"	"2011"	4584205
	"50 years"	"50"	"2012"	"2012"	4508226
	"50 years"	"50"	"2013"	"2013"	4498414
	"50 years"	"50"	"2014"	"2014"	4485852
	"50 years"	"50"	"2015"	"2015"	4391373
	"50 years"	"50"	"2016"	"2016"	4131293
	"51 years"	"51"	"2000"	"2000"	3663455
	"51 years"	"51"	"2001"	"2001"	3796980
	"51 years"	"51"	"2002"	"2002"	3797199
	"51 years"	"51"	"2003"	"2003"	3886144
	"51 years"	"51"	"2004"	"2004"	4010062
	"51 years"	"51"	"2005"	"2005"	4138594
	"51 years"	"51"	"2006"	"2006"	4320192
	"51 years"	"51"	"2007"	"2007"	4294933
	"51 years"	"51"	"2008"	"2008"	4464006
	"51 years"	"51"	"2009"	"2009"	4514833
	"51 years"	"51"	"2010"	"2010"	4498946
	"51 years"	"51"	"2011"	"2011"	4629674
	"51 years"	"51"	"2012"	"2012"	4568073
	"51 years"	"51"	"2013"	"2013"	4491581
	"51 years"	"51"	"2014"	"2014"	4482565
	"51 years"	"51"	"2015"	"2015"	4470327
	"51 years"	"51"	"2016"	"2016"	4375892
	"52 years"	"52"	"2000"	"2000"	3637919
	"52 years"	"52"	"2001"	"2001"	3654405
	"52 years"	"52"	"2002"	"2002"	3785188
	"52 years"	"52"	"2003"	"2003"	3782009
	"52 years"	"52"	"2004"	"2004"	3868188
	"52 years"	"52"	"2005"	"2005"	3989065
	"52 years"	"52"	"2006"	"2006"	4114856
	"52 years"	"52"	"2007"	"2007"	4292620
	"52 years"	"52"	"2008"	"2008"	4264599
	"52 years"	"52"	"2009"	"2009"	4429228
	"52 years"	"52"	"2010"	"2010"	4480553
	"52 years"	"52"	"2011"	"2011"	4480962
	"52 years"	"52"	"2012"	"2012"	4611348
	"52 years"	"52"	"2013"	"2013"	4549245
	"52 years"	"52"	"2014"	"2014"	4473975
	"52 years"	"52"	"2015"	"2015"	4465015
	"52 years"	"52"	"2016"	"2016"	4452636
	"53 years"	"53"	"2000"	"2000"	3816136
	"53 years"	"53"	"2001"	"2001"	3631014
	"53 years"	"53"	"2002"	"2002"	3650409
	"53 years"	"53"	"2003"	"2003"	3783390
	"53 years"	"53"	"2004"	"2004"	3782872
	"53 years"	"53"	"2005"	"2005"	3871906
	"53 years"	"53"	"2006"	"2006"	3996095
	"53 years"	"53"	"2007"	"2007"	4124978
	"53 years"	"53"	"2008"	"2008"	4306809
	"53 years"	"53"	"2009"	"2009"	4281465
	"53 years"	"53"	"2010"	"2010"	4439369
	"53 years"	"53"	"2011"	"2011"	4460771
	"53 years"	"53"	"2012"	"2012"	4461316
	"53 years"	"53"	"2013"	"2013"	4591114
	"53 years"	"53"	"2014"	"2014"	4529730
	"53 years"	"53"	"2015"	"2015"	4454675
	"53 years"	"53"	"2016"	"2016"	4445605
	"54 years"	"54"	"2000"	"2000"	2861878
	"54 years"	"54"	"2001"	"2001"	3808740
	"54 years"	"54"	"2002"	"2002"	3626101
	"54 years"	"54"	"2003"	"2003"	3646923
	"54 years"	"54"	"2004"	"2004"	3782442
	"54 years"	"54"	"2005"	"2005"	3783820
	"54 years"	"54"	"2006"	"2006"	3874826
	"54 years"	"54"	"2007"	"2007"	4001168
	"54 years"	"54"	"2008"	"2008"	4132932
	"54 years"	"54"	"2009"	"2009"	4317125
	"54 years"	"54"	"2010"	"2010"	4288430
	"54 years"	"54"	"2011"	"2011"	4417840
	"54 years"	"54"	"2012"	"2012"	4439682
	"54 years"	"54"	"2013"	"2013"	4439818
	"54 years"	"54"	"2014"	"2014"	4569682
	"54 years"	"54"	"2015"	"2015"	4508344
	"54 years"	"54"	"2016"	"2016"	4433630
	"55 years"	"55"	"2000"	"2000"	2854393
	"55 years"	"55"	"2001"	"2001"	2851092
	"55 years"	"55"	"2002"	"2002"	3788111
	"55 years"	"55"	"2003"	"2003"	3601691
	"55 years"	"55"	"2004"	"2004"	3618001
	"55 years"	"55"	"2005"	"2005"	3748247
	"55 years"	"55"	"2006"	"2006"	3745012
	"55 years"	"55"	"2007"	"2007"	3829701
	"55 years"	"55"	"2008"	"2008"	3949524
	"55 years"	"55"	"2009"	"2009"	4074019
	"55 years"	"55"	"2010"	"2010"	4258912
	"55 years"	"55"	"2011"	"2011"	4265544
	"55 years"	"55"	"2012"	"2012"	4394872
	"55 years"	"55"	"2013"	"2013"	4416084
	"55 years"	"55"	"2014"	"2014"	4416607
	"55 years"	"55"	"2015"	"2015"	4545706
	"55 years"	"55"	"2016"	"2016"	4484565
	"56 years"	"56"	"2000"	"2000"	2817330
	"56 years"	"56"	"2001"	"2001"	2846838
	"56 years"	"56"	"2002"	"2002"	2846712
	"56 years"	"56"	"2003"	"2003"	3785668
	"56 years"	"56"	"2004"	"2004"	3603856
	"56 years"	"56"	"2005"	"2005"	3625240
	"56 years"	"56"	"2006"	"2006"	3760899
	"56 years"	"56"	"2007"	"2007"	3761384
	"56 years"	"56"	"2008"	"2008"	3850704
	"56 years"	"56"	"2009"	"2009"	3975863
	"56 years"	"56"	"2010"	"2010"	4093098
	"56 years"	"56"	"2011"	"2011"	4234900
	"56 years"	"56"	"2012"	"2012"	4241439
	"56 years"	"56"	"2013"	"2013"	4369039
	"56 years"	"56"	"2014"	"2014"	4390359
	"56 years"	"56"	"2015"	"2015"	4390730
	"56 years"	"56"	"2016"	"2016"	4518758
	"57 years"	"57"	"2000"	"2000"	2913690
	"57 years"	"57"	"2001"	"2001"	2805407
	"57 years"	"57"	"2002"	"2002"	2833628
	"57 years"	"57"	"2003"	"2003"	2831596
	"57 years"	"57"	"2004"	"2004"	3763702
	"57 years"	"57"	"2005"	"2005"	3582008
	"57 years"	"57"	"2006"	"2006"	3601973
	"57 years"	"57"	"2007"	"2007"	3734883
	"57 years"	"57"	"2008"	"2008"	3733201
	"57 years"	"57"	"2009"	"2009"	3819855
	"57 years"	"57"	"2010"	"2010"	3946493
	"57 years"	"57"	"2011"	"2011"	4068026
	"57 years"	"57"	"2012"	"2012"	4209330
	"57 years"	"57"	"2013"	"2013"	4214800
	"57 years"	"57"	"2014"	"2014"	4341653
	"57 years"	"57"	"2015"	"2015"	4362765
	"57 years"	"57"	"2016"	"2016"	4362807
	"58 years"	"58"	"2000"	"2000"	2580483
	"58 years"	"58"	"2001"	"2001"	2900132
	"58 years"	"58"	"2002"	"2002"	2792832
	"58 years"	"58"	"2003"	"2003"	2821608
	"58 years"	"58"	"2004"	"2004"	2819754
	"58 years"	"58"	"2005"	"2005"	3748661
	"58 years"	"58"	"2006"	"2006"	3568659
	"58 years"	"58"	"2007"	"2007"	3588953
	"58 years"	"58"	"2008"	"2008"	3722427
	"58 years"	"58"	"2009"	"2009"	3721219
	"58 years"	"58"	"2010"	"2010"	3802427
	"58 years"	"58"	"2011"	"2011"	3920357
	"58 years"	"58"	"2012"	"2012"	4041728
	"58 years"	"58"	"2013"	"2013"	4181097
	"58 years"	"58"	"2014"	"2014"	4186454
	"58 years"	"58"	"2015"	"2015"	4312240
	"58 years"	"58"	"2016"	"2016"	4332953
	"59 years"	"59"	"2000"	"2000"	2400041
	"59 years"	"59"	"2001"	"2001"	2565506
	"59 years"	"59"	"2002"	"2002"	2881784
	"59 years"	"59"	"2003"	"2003"	2773994
	"59 years"	"59"	"2004"	"2004"	2801863
	"59 years"	"59"	"2005"	"2005"	2799064
	"59 years"	"59"	"2006"	"2006"	3720317
	"59 years"	"59"	"2007"	"2007"	3539851
	"59 years"	"59"	"2008"	"2008"	3558712
	"59 years"	"59"	"2009"	"2009"	3689647
	"59 years"	"59"	"2010"	"2010"	3694252
	"59 years"	"59"	"2011"	"2011"	3775251
	"59 years"	"59"	"2012"	"2012"	3893122
	"59 years"	"59"	"2013"	"2013"	4012582
	"59 years"	"59"	"2014"	"2014"	4151422
	"59 years"	"59"	"2015"	"2015"	4156414
	"59 years"	"59"	"2016"	"2016"	4281025
	"60 years"	"60"	"2000"	"2000"	2337902
	"60 years"	"60"	"2001"	"2001"	2380300
	"60 years"	"60"	"2002"	"2002"	2540735
	"60 years"	"60"	"2003"	"2003"	2849408
	"60 years"	"60"	"2004"	"2004"	2739059
	"60 years"	"60"	"2005"	"2005"	2763609
	"60 years"	"60"	"2006"	"2006"	2757092
	"60 years"	"60"	"2007"	"2007"	3659454
	"60 years"	"60"	"2008"	"2008"	3476545
	"60 years"	"60"	"2009"	"2009"	3489302
	"60 years"	"60"	"2010"	"2010"	3616717
	"60 years"	"60"	"2011"	"2011"	3666330
	"60 years"	"60"	"2012"	"2012"	3746805
	"60 years"	"60"	"2013"	"2013"	3863062
	"60 years"	"60"	"2014"	"2014"	3981811
	"60 years"	"60"	"2015"	"2015"	4119213
	"60 years"	"60"	"2016"	"2016"	4123968
	"61 years"	"61"	"2000"	"2000"	2230218
	"61 years"	"61"	"2001"	"2001"	2323707
	"61 years"	"61"	"2002"	"2002"	2370358
	"61 years"	"61"	"2003"	"2003"	2534959
	"61 years"	"61"	"2004"	"2004"	2848602
	"61 years"	"61"	"2005"	"2005"	2745139
	"61 years"	"61"	"2006"	"2006"	2776869
	"61 years"	"61"	"2007"	"2007"	2775802
	"61 years"	"61"	"2008"	"2008"	3694987
	"61 years"	"61"	"2009"	"2009"	3517588
	"61 years"	"61"	"2010"	"2010"	3520135
	"61 years"	"61"	"2011"	"2011"	3587726
	"61 years"	"61"	"2012"	"2012"	3636628
	"61 years"	"61"	"2013"	"2013"	3715549
	"61 years"	"61"	"2014"	"2014"	3830690
	"61 years"	"61"	"2015"	"2015"	3948057
	"61 years"	"61"	"2016"	"2016"	4083962
	"62 years"	"62"	"2000"	"2000"	2190359
	"62 years"	"62"	"2001"	"2001"	2213270
	"62 years"	"62"	"2002"	"2002"	2306156
	"62 years"	"62"	"2003"	"2003"	2352131
	"62 years"	"62"	"2004"	"2004"	2515357
	"62 years"	"62"	"2005"	"2005"	2827064
	"62 years"	"62"	"2006"	"2006"	2725651
	"62 years"	"62"	"2007"	"2007"	2757918
	"62 years"	"62"	"2008"	"2008"	2757325
	"62 years"	"62"	"2009"	"2009"	3673134
	"62 years"	"62"	"2010"	"2010"	3495096
	"62 years"	"62"	"2011"	"2011"	3488982
	"62 years"	"62"	"2012"	"2012"	3556466
	"62 years"	"62"	"2013"	"2013"	3603778
	"62 years"	"62"	"2014"	"2014"	3681926
	"62 years"	"62"	"2015"	"2015"	3795468
	"62 years"	"62"	"2016"	"2016"	3911429
	"63 years"	"63"	"2000"	"2000"	2069449
	"63 years"	"63"	"2001"	"2001"	2172024
	"63 years"	"63"	"2002"	"2002"	2195850
	"63 years"	"63"	"2003"	"2003"	2289143
	"63 years"	"63"	"2004"	"2004"	2335553
	"63 years"	"63"	"2005"	"2005"	2498812
	"63 years"	"63"	"2006"	"2006"	2810202
	"63 years"	"63"	"2007"	"2007"	2711325
	"63 years"	"63"	"2008"	"2008"	2744863
	"63 years"	"63"	"2009"	"2009"	2745716
	"63 years"	"63"	"2010"	"2010"	3652191
	"63 years"	"63"	"2011"	"2011"	3460888
	"63 years"	"63"	"2012"	"2012"	3455711
	"63 years"	"63"	"2013"	"2013"	3521850
	"63 years"	"63"	"2014"	"2014"	3568459
	"63 years"	"63"	"2015"	"2015"	3645118
	"63 years"	"63"	"2016"	"2016"	3757382
	"64 years"	"64"	"2000"	"2000"	2035201
	"64 years"	"64"	"2001"	"2001"	2047019
	"64 years"	"64"	"2002"	"2002"	2147166
	"64 years"	"64"	"2003"	"2003"	2168747
	"64 years"	"64"	"2004"	"2004"	2259557
	"64 years"	"64"	"2005"	"2005"	2303653
	"64 years"	"64"	"2006"	"2006"	2463439
	"64 years"	"64"	"2007"	"2007"	2769163
	"64 years"	"64"	"2008"	"2008"	2668775
	"64 years"	"64"	"2009"	"2009"	2699257
	"64 years"	"64"	"2010"	"2010"	2706085
	"64 years"	"64"	"2011"	"2011"	3613935
	"64 years"	"64"	"2012"	"2012"	3424958
	"64 years"	"64"	"2013"	"2013"	3418824
	"64 years"	"64"	"2014"	"2014"	3485362
	"64 years"	"64"	"2015"	"2015"	3530698
	"64 years"	"64"	"2016"	"2016"	3606295
	"65 years"	"65"	"2000"	"2000"	2039337
	"65 years"	"65"	"2001"	"2001"	2012270
	"65 years"	"65"	"2002"	"2002"	2025379
	"65 years"	"65"	"2003"	"2003"	2125962
	"65 years"	"65"	"2004"	"2004"	2148431
	"65 years"	"65"	"2005"	"2005"	2240858
	"65 years"	"65"	"2006"	"2006"	2286008
	"65 years"	"65"	"2007"	"2007"	2445756
	"65 years"	"65"	"2008"	"2008"	2751913
	"65 years"	"65"	"2009"	"2009"	2653345
	"65 years"	"65"	"2010"	"2010"	2678549
	"65 years"	"65"	"2011"	"2011"	2675487
	"65 years"	"65"	"2012"	"2012"	3574018
	"65 years"	"65"	"2013"	"2013"	3385607
	"65 years"	"65"	"2014"	"2014"	3380573
	"65 years"	"65"	"2015"	"2015"	3446076
	"65 years"	"65"	"2016"	"2016"	3490890
	"66 years"	"66"	"2000"	"2000"	1876784
	"66 years"	"66"	"2001"	"2001"	2013441
	"66 years"	"66"	"2002"	"2002"	1986541
	"66 years"	"66"	"2003"	"2003"	1999916
	"66 years"	"66"	"2004"	"2004"	2098650
	"66 years"	"66"	"2005"	"2005"	2121740
	"66 years"	"66"	"2006"	"2006"	2213751
	"66 years"	"66"	"2007"	"2007"	2257671
	"66 years"	"66"	"2008"	"2008"	2416007
	"66 years"	"66"	"2009"	"2009"	2719454
	"66 years"	"66"	"2010"	"2010"	2621368
	"66 years"	"66"	"2011"	"2011"	2645977
	"66 years"	"66"	"2012"	"2012"	2643355
	"66 years"	"66"	"2013"	"2013"	3530104
	"66 years"	"66"	"2014"	"2014"	3344564
	"66 years"	"66"	"2015"	"2015"	3339313
	"66 years"	"66"	"2016"	"2016"	3403647
	"67 years"	"67"	"2000"	"2000"	1882892
	"67 years"	"67"	"2001"	"2001"	1850485
	"67 years"	"67"	"2002"	"2002"	1986526
	"67 years"	"67"	"2003"	"2003"	1961151
	"67 years"	"67"	"2004"	"2004"	1975087
