Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,attr,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,scenario,method,measure1,measure2,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,5.0148480777603,4.87745497973946,5.15224117578114,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.01504211996307,4.87764370571751,5.15244053420863,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,4.32788258765615,4.12179294062492,4.46527568567697,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.32805004873524,4.12195242736691,4.4654484629808,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.552876843433245,0.29897681298125,0.96021077130552,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.552841764271829,0.298817182357745,0.960445158883347,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,11.1161941165176,8.44167933835159,13.7044806173508,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,11.1164986995581,8.44191256523024,13.7048530228625,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,5.12351512644246,4.98314484900568,5.26388540387925,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.12370089628404,4.98332552926256,5.26407626330552,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,4.42166373925856,4.21110832310341,4.56203401669534,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.42182406117663,4.21126101064442,4.56219942819811,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.48740831068915,0.242823995076586,0.89082671380655,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.488112107666407,0.243245255260056,0.89177815750693,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,11.1048914509917,8.43538551692238,13.6869074087468,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,11.1049574142087,8.4354378626381,13.6869851159601,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,6.00898676043252,5.8443569861741,6.17361653469094,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,6.00900180170026,5.84437161535231,6.17363198804821,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,5.18583788914038,4.93889322775276,5.35046766339882,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.1858508699605,4.93890559043858,5.35048105630845,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.540748200979178,0.28031180365315,1.0293039526544,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.538800269431049,0.27952445406712,1.02568987753972,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,11.9170234202427,9.06224436407094,14.6719365945625,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,11.9173481342279,9.06249313395192,14.6723334860013,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,6.11632364800874,5.94875313710439,6.28389415891308,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,6.11618304797215,5.9486163891236,6.2837497068207,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,5.27847109348699,5.02711532713047,5.44604160439134,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.27834975372938,5.02699976545657,5.44591641257794,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.396951733722286,0.127279611391496,0.923302204208778,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.396665157553289,0.12731433941522,0.922440698686536,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,12.0879922473763,9.19247681774171,14.8820465493435,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,12.0877816896234,9.19231542963871,14.8817893566849,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,4.86995707803133,4.73653359644143,5.00338055962124,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,4.86881066638106,4.73541859332952,5.0022027394326,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,4.20283967008184,4.00270444769699,4.33626315167174,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.20185030112337,4.00176219154609,4.33524237417492,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,absolute number,United States,0.528416128003285,0.277837744690056,0.911494520482652,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,GBD,Deaths,"age-adjusted rate per 100,000",United States,0.526071142655515,0.2771286395949,0.906867206131061,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,absolute number,United States,10.8950377058318,8.27284143012791,13.4332737090304,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,burnett,Deaths,"age-adjusted rate per 100,000",United States,10.8937111079564,8.27182161188576,13.4316581391044,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,4.22205425271689,4.10638153346437,4.33772697196942,65,150,prop. of overall burden,nation
2000,All genders,"All, All Origins",All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,4.22419117960036,4.10845991440582,4.33992244479489,65,150,prop. of overall burden,nation
